province,district,commune,ethny,sex,age,n
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[13, 14)",34
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[14, 15)",32
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[15, 16)",29
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[16, 17)",19
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[17, 18)",33
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[18, 19)",42
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[19, 20)",29
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[20, 21)",34
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[21, 22)",38
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[22, 23)",35
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[23, 24)",24
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[24, 25)",44
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[25, 26)",31
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[26, 27)",28
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[27, 28)",25
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[28, 29)",18
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[29, 30)",16
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[30, 31)",16
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[31, 32)",21
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[32, 33)",16
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[33, 34)",12
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[34, 35)",16
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[35, 36)",14
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[36, 37)",12
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[37, 38)",13
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[38, 39)",7
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[39, 40)",7
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[40, 41)",11
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[41, 42)",6
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[42, 43)",13
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[43, 44)",12
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[44, 45)",10
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[45, 46)",11
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[46, 47)",7
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[47, 48)",15
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[48, 49)",12
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[49, 50)",13
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[50, 51)",10
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[51, 52)",9
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[52, 53)",8
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[53, 54)",11
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[54, 55)",6
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[55, 56)",6
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[56, 57)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[57, 58)",6
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[58, 59)",4
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[59, 60)",3
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[60, 61)",5
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[61, 62)",2
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[62, 63)",2
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[63, 64)",3
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[64, 65)",2
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[65, 66)",4
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[66, 67)",2
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[67, 68)",4
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[68, 69)",2
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[69, 70)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[70, 71)",3
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[71, 72)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[72, 73)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[73, 74)",2
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[74, 75)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[75, 76)",3
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[76, 77)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[77, 78)",2
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[78, 79)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[79, 80)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,male,"[80, Inf)",11
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[0, 1)",30
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[1, 2)",28
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[2, 3)",27
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[3, 4)",21
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[4, 5)",30
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[5, 6)",22
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[6, 7)",19
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[7, 8)",30
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[8, 9)",35
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[9, 10)",19
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[10, 11)",26
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[11, 12)",23
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[12, 13)",26
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[13, 14)",28
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[14, 15)",45
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[15, 16)",19
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[16, 17)",35
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[17, 18)",32
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[18, 19)",24
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[19, 20)",26
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[20, 21)",28
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[21, 22)",28
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[22, 23)",33
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[23, 24)",33
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[24, 25)",28
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[25, 26)",29
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[26, 27)",15
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[27, 28)",22
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[28, 29)",24
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[29, 30)",20
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[30, 31)",20
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[31, 32)",9
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[32, 33)",16
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[33, 34)",14
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[34, 35)",10
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[35, 36)",13
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[36, 37)",11
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[37, 38)",10
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[38, 39)",7
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[39, 40)",13
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[40, 41)",10
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[41, 42)",11
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[42, 43)",11
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[43, 44)",13
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[44, 45)",8
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[45, 46)",15
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[46, 47)",6
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[47, 48)",13
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[48, 49)",9
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[49, 50)",18
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[50, 51)",13
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[51, 52)",4
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[52, 53)",8
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[53, 54)",7
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[54, 55)",10
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[55, 56)",6
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[56, 57)",15
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[57, 58)",5
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[58, 59)",4
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[59, 60)",2
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[60, 61)",3
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[61, 62)",8
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[62, 63)",5
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[63, 64)",7
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[64, 65)",3
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[65, 66)",3
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[66, 67)",2
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[67, 68)",7
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[68, 69)",3
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[69, 70)",6
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[70, 71)",2
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[71, 72)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[72, 73)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[73, 74)",4
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[74, 75)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[75, 76)",3
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[76, 77)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[77, 78)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[78, 79)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[79, 80)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Cơ Ho,female,"[80, Inf)",23
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[0, 1)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[1, 2)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[2, 3)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[3, 4)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[4, 5)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[5, 6)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[6, 7)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[7, 8)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[8, 9)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[9, 10)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[10, 11)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[11, 12)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[12, 13)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[13, 14)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[14, 15)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[15, 16)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[16, 17)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[17, 18)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[18, 19)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[19, 20)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[20, 21)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[21, 22)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[22, 23)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[23, 24)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[24, 25)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[25, 26)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[26, 27)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[27, 28)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[28, 29)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[29, 30)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[30, 31)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[31, 32)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[32, 33)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[33, 34)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[34, 35)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[35, 36)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[36, 37)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[37, 38)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[38, 39)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[39, 40)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[40, 41)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[41, 42)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[42, 43)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[43, 44)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[44, 45)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[45, 46)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[46, 47)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[47, 48)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[48, 49)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[49, 50)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[50, 51)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[51, 52)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[52, 53)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[53, 54)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[54, 55)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[55, 56)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[56, 57)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[57, 58)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[58, 59)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[59, 60)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[60, 61)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[61, 62)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[62, 63)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[63, 64)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[64, 65)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[65, 66)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[66, 67)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[67, 68)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[68, 69)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[69, 70)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[70, 71)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[71, 72)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[72, 73)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[73, 74)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[74, 75)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[75, 76)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[76, 77)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[77, 78)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[78, 79)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[79, 80)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,MNông,female,"[80, Inf)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[0, 1)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[1, 2)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[2, 3)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[3, 4)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[4, 5)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[5, 6)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[6, 7)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[7, 8)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[8, 9)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[9, 10)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[10, 11)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[11, 12)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[12, 13)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[13, 14)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[14, 15)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[15, 16)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[16, 17)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[17, 18)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[18, 19)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[19, 20)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[20, 21)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[21, 22)",0
