province,district,commune,ethny,sex,age,n
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[38, 39)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[39, 40)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[40, 41)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[41, 42)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[42, 43)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[43, 44)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[44, 45)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[45, 46)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[46, 47)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[47, 48)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[48, 49)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[49, 50)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[50, 51)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[51, 52)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[52, 53)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[53, 54)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[54, 55)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[55, 56)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[56, 57)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[57, 58)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[58, 59)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[59, 60)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[60, 61)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[61, 62)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[62, 63)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[63, 64)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[64, 65)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[65, 66)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[66, 67)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[67, 68)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[68, 69)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[69, 70)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[70, 71)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[71, 72)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[72, 73)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[73, 74)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[74, 75)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[75, 76)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[76, 77)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[77, 78)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[78, 79)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[79, 80)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Tày,female,"[80, Inf)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[0, 1)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[1, 2)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[2, 3)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[3, 4)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[4, 5)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[5, 6)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[6, 7)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[7, 8)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[8, 9)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[9, 10)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[10, 11)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[11, 12)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[12, 13)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[13, 14)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[14, 15)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[15, 16)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[16, 17)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[17, 18)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[18, 19)",1
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[19, 20)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[20, 21)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[21, 22)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[22, 23)",1
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[23, 24)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[24, 25)",1
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[25, 26)",1
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[26, 27)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[27, 28)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[28, 29)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[29, 30)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[30, 31)",1
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[31, 32)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[32, 33)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[33, 34)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[34, 35)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[35, 36)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[36, 37)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[37, 38)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[38, 39)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[39, 40)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[40, 41)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[41, 42)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[42, 43)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[43, 44)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[44, 45)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[45, 46)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[46, 47)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[47, 48)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[48, 49)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[49, 50)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[50, 51)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[51, 52)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[52, 53)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[53, 54)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[54, 55)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[55, 56)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[56, 57)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[57, 58)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[58, 59)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[59, 60)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[60, 61)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[61, 62)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[62, 63)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[63, 64)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[64, 65)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[65, 66)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[66, 67)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[67, 68)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[68, 69)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[69, 70)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[70, 71)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[71, 72)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[72, 73)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[73, 74)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[74, 75)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[75, 76)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[76, 77)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[77, 78)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[78, 79)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[79, 80)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Thái,female,"[80, Inf)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[0, 1)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[1, 2)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[2, 3)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[3, 4)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[4, 5)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[5, 6)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[6, 7)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[7, 8)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[8, 9)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[9, 10)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[10, 11)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[11, 12)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[12, 13)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[13, 14)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[14, 15)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[15, 16)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[16, 17)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[17, 18)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[18, 19)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[19, 20)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[20, 21)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[21, 22)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[22, 23)",1
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[23, 24)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[24, 25)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[25, 26)",1
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[26, 27)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[27, 28)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[28, 29)",1
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[29, 30)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[30, 31)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[31, 32)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[32, 33)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[33, 34)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[34, 35)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[35, 36)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[36, 37)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[37, 38)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[38, 39)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[39, 40)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[40, 41)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[41, 42)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[42, 43)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[43, 44)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[44, 45)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[45, 46)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[46, 47)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[47, 48)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[48, 49)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[49, 50)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[50, 51)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[51, 52)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[52, 53)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[53, 54)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[54, 55)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[55, 56)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[56, 57)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[57, 58)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[58, 59)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[59, 60)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[60, 61)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[61, 62)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[62, 63)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[63, 64)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[64, 65)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[65, 66)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[66, 67)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[67, 68)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[68, 69)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[69, 70)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[70, 71)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[71, 72)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[72, 73)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[73, 74)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[74, 75)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[75, 76)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[76, 77)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[77, 78)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[78, 79)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[79, 80)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Mường,female,"[80, Inf)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[0, 1)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[1, 2)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[2, 3)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[3, 4)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[4, 5)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[5, 6)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[6, 7)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[7, 8)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[8, 9)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[9, 10)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[10, 11)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[11, 12)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[12, 13)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[13, 14)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[14, 15)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[15, 16)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[16, 17)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[17, 18)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[18, 19)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[19, 20)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[20, 21)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[21, 22)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[22, 23)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[23, 24)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[24, 25)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[25, 26)",1
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[26, 27)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[27, 28)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[28, 29)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[29, 30)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[30, 31)",1
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[31, 32)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[32, 33)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[33, 34)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[34, 35)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[35, 36)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[36, 37)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[37, 38)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[38, 39)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[39, 40)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[40, 41)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[41, 42)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[42, 43)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[43, 44)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[44, 45)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[45, 46)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[46, 47)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[47, 48)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[48, 49)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[49, 50)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[50, 51)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[51, 52)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[52, 53)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[53, 54)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[54, 55)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[55, 56)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[56, 57)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[57, 58)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[58, 59)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[59, 60)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[60, 61)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[61, 62)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[62, 63)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[63, 64)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[64, 65)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[65, 66)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[66, 67)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[67, 68)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[68, 69)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[69, 70)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[70, 71)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[71, 72)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[72, 73)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[73, 74)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[74, 75)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[75, 76)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[76, 77)",0
Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Nùng,female,"[77, 78)",0
